gene_idx,gene_name,fold0 probability,fold1 probability,fold2 probability,fold3 probability,fold4 probability,fold5 probability,fold6 probability,fold7 probability,fold8 probability,fold9 probability,average probability,cancer gene
11807,ADGRG7,0.39540404,0.32009885,0.3892867,0.31347623,0.39060587,0.27634037,0.29028293,0.38815576,0.3164371,0.30798513,0.33880726,0
12479,GLUD2,0.33971742,0.24494904,0.29866505,0.3382309,0.2973019,0.28758684,0.47528705,0.40261495,0.4079344,0.29575992,0.33880472,0
5789,DBI,0.29705417,0.29901454,0.3198059,0.38865608,0.49801356,0.3249672,0.34809962,0.3166923,0.326122,0.26961488,0.33880404,0
7053,HOXC9,0.4011692,0.23852664,0.32110178,0.3558604,0.5326811,0.30631846,0.26521614,0.42255405,0.30108148,0.24331044,0.33878195,0
2471,PDE8A,0.461493,0.21617293,0.35233906,0.43371874,0.2787536,0.3048309,0.28001478,0.38520932,0.40134367,0.27361414,0.338749,0
3801,TSR2,0.36970416,0.28559512,0.40835097,0.4789629,0.4225007,0.31618103,0.3581396,0.28428808,0.20820563,0.25543648,0.33873647,0
4646,FNTA,0.34687564,0.28929242,0.3926715,0.42753553,0.50704795,0.3110053,0.2868965,0.3092232,0.28360105,0.23152363,0.33856726,0
8168,QDPR,0.3592882,0.25282753,0.2944037,0.37635174,0.47090837,0.3210439,0.42740178,0.3299826,0.2940622,0.2593015,0.33855712,0
5637,LAMC1,0.3365058,0.23159203,0.32733864,0.40910986,0.40080383,0.30619848,0.3149003,0.28022277,0.5303988,0.2484437,0.33855143,0
11118,NPY,0.39745632,0.305151,0.3757082,0.31073916,0.4009942,0.2511059,0.31442985,0.38351646,0.3330305,0.31097704,0.33831087,0
9795,CDIP1,0.3794858,0.27135497,0.3351842,0.46223217,0.40639496,0.35479975,0.27476743,0.4076687,0.2265754,0.26458797,0.33830515,0
9665,MEST,0.3193462,0.32188684,0.35526893,0.41802892,0.47209558,0.31471345,0.28468072,0.3981469,0.24403211,0.2547803,0.338298,0
1546,OSBPL5,0.28998587,0.25221097,0.3152167,0.44093552,0.34066194,0.28196996,0.29269698,0.36692584,0.5350313,0.26665854,0.33822936,0
4014,TRIM69,0.3017609,0.30077124,0.37369302,0.5395625,0.54673415,0.31975377,0.2994453,0.25931352,0.21163912,0.22929226,0.33819658,0
11796,B3GNT6,0.38426346,0.32397276,0.3779231,0.3160619,0.40906793,0.28276765,0.27643192,0.41034412,0.28146878,0.31925246,0.33815542,0
7846,ZBTB18,0.35500208,0.23300005,0.29887232,0.393081,0.48261783,0.37845725,0.27928948,0.3624977,0.3684818,0.23012091,0.33814207,0
9769,CABP5,0.39172333,0.32222757,0.393974,0.32400724,0.39011607,0.2436248,0.3122186,0.38061947,0.30789644,0.31458047,0.33809882,0
281,DPP4,0.38941723,0.26052752,0.3031752,0.44416243,0.3090916,0.33420902,0.41014898,0.3194981,0.34338105,0.26697403,0.33805847,0
9575,ADGRE2,0.2815219,0.34821656,0.47540852,0.44250676,0.52367073,0.28849807,0.24428351,0.3623405,0.18073156,0.23326005,0.33804384,0
9071,GHRL,0.3532523,0.23905903,0.31503206,0.4989245,0.30917963,0.31596267,0.28174636,0.4347228,0.35263878,0.279177,0.3379695,0
11614,ANGPTL3,0.34362513,0.24181972,0.2953567,0.33498818,0.49844968,0.29653934,0.3724435,0.3648197,0.3477167,0.28332463,0.33790836,0
12213,SYCE1,0.30670398,0.30150846,0.3910081,0.33668387,0.38500565,0.27646437,0.29465744,0.33626318,0.46376935,0.28701422,0.33790785,0
3095,EPHA4,0.33472684,0.25908983,0.30754834,0.44753343,0.48294535,0.29252312,0.33304194,0.29721844,0.363028,0.2602539,0.3377909,0
6170,RRAD,0.3211898,0.24602973,0.41184127,0.43964177,0.47821453,0.29774782,0.29717216,0.34005013,0.32007515,0.22568108,0.33776432,0
7017,ADRA1B,0.35711613,0.25176468,0.42126903,0.33258626,0.4566736,0.28426105,0.3717979,0.3642381,0.27884045,0.25825638,0.33768037,0
8593,CS,0.3333543,0.30060753,0.3259544,0.4218648,0.4856885,0.31307635,0.3371277,0.28862616,0.31189507,0.25778195,0.33759767,0
9772,OLFM3,0.38314503,0.3009761,0.36477366,0.31103253,0.3900867,0.2699036,0.35343653,0.4155449,0.2874047,0.29958716,0.33758911,0
1324,SCAMP3,0.36778212,0.30738276,0.33566424,0.42230925,0.43298563,0.3183956,0.28220233,0.33932918,0.29553267,0.27412185,0.33757058,0
3568,KIR2DS4,0.33766854,0.42098024,0.28739706,0.44753918,0.32066306,0.3325099,0.2779781,0.33311605,0.1843422,0.43326005,0.33754545,0
1648,TENT5C,0.29119158,0.3173659,0.47346556,0.5616096,0.3408395,0.29177693,0.25848758,0.35783443,0.22292498,0.2595671,0.3375063,0
12777,FXYD7,0.31252152,0.27918217,0.28296047,0.33765632,0.44643232,0.2883388,0.6452182,0.27705693,0.2517957,0.253536,0.33746985,0
1216,KATNB1,0.3917335,0.30749014,0.28279904,0.41029334,0.3632234,0.30150613,0.41740847,0.34546748,0.29912916,0.25520676,0.33742577,0
5549,CNIH4,0.3201056,0.2800053,0.33279118,0.40221572,0.52601254,0.3210232,0.30777138,0.31313276,0.29567638,0.27398676,0.3372721,0
9939,SRRM4,0.3863864,0.2836306,0.33150184,0.32523027,0.3932699,0.28544998,0.40202382,0.3968565,0.29262736,0.27499548,0.3371972,0
5514,ID4,0.32265595,0.2586681,0.29698348,0.38707325,0.40222266,0.31621712,0.32605913,0.33306357,0.47452632,0.2544985,0.3371968,0
8976,BBS10,0.33303493,0.22748624,0.31384337,0.39492783,0.51929265,0.3128802,0.29455566,0.41748118,0.31662813,0.24107143,0.33712018,0
10928,HRH1,0.34728447,0.2454477,0.29734904,0.34004477,0.4924737,0.32534587,0.28144625,0.42394543,0.3727031,0.24450584,0.3370546,0
2713,ATG4B,0.3406574,0.24012205,0.30720803,0.4353778,0.3019464,0.31155708,0.4456322,0.36446398,0.36964792,0.25264332,0.33692563,0
12232,MYH1,0.39035723,0.3062688,0.38549113,0.29741198,0.36429405,0.2787692,0.2851707,0.4231404,0.33292857,0.3052257,0.33690578,0
11783,MGAT4B,0.32359275,0.27934125,0.31208625,0.36390314,0.38409385,0.30306572,0.29788765,0.3681436,0.4671406,0.2696529,0.33689076,0
2350,PIKFYVE,0.32114503,0.22814403,0.302636,0.43796632,0.60415494,0.30141413,0.29142624,0.31175178,0.34887356,0.22126819,0.336878,0
4016,MMRN1,0.30966783,0.39077196,0.30006984,0.5228643,0.38378373,0.31669948,0.27146825,0.3274522,0.25298673,0.29239488,0.3368159,0
7504,KCNA4,0.3378378,0.2766227,0.31335905,0.33324727,0.36771148,0.28241298,0.36552712,0.40954232,0.39362857,0.28801733,0.33679065,0
2303,ENOX2,0.31154653,0.299273,0.32678697,0.5133834,0.31992647,0.30165407,0.4718014,0.27418968,0.29241508,0.25554034,0.33665174,0
9031,TRIO,0.35385042,0.26154613,0.30913544,0.36632502,0.538769,0.38152713,0.3111947,0.35495442,0.23508473,0.2540955,0.3366483,0
7698,TBXAS1,0.33308828,0.2887503,0.4709191,0.51985687,0.26233482,0.2880309,0.22504924,0.48722628,0.20519511,0.28546655,0.33659178,0
790,FBXO32,0.35376656,0.24259447,0.29502448,0.40727013,0.48193362,0.29789641,0.29163733,0.40330398,0.3431969,0.24883229,0.33654562,0
5311,NIPSNAP3A,0.30941823,0.2644365,0.4405132,0.51412225,0.5035115,0.30184895,0.24647416,0.34035534,0.20846218,0.23594739,0.336509,0
12027,GRIK2,0.34241062,0.27638894,0.44859135,0.39249158,0.3609182,0.29111946,0.27488267,0.3882486,0.2966935,0.29318503,0.336493,0
8296,CDK14,0.4265732,0.2717429,0.31457502,0.4464281,0.33389896,0.32472765,0.33287352,0.3854655,0.28164816,0.24667275,0.33646053,0
6769,RANBP3L,0.33862945,0.23840836,0.32060942,0.31249616,0.51672226,0.313914,0.30241752,0.3843064,0.37677562,0.259068,0.33633476,0
6178,CETN2,0.36291972,0.24230486,0.3259439,0.397471,0.39314017,0.32268873,0.3538804,0.3749672,0.33251768,0.2563813,0.3362215,0
8762,ASAH1,0.30332765,0.2583632,0.45176113,0.47715846,0.33400843,0.29863933,0.24498282,0.3954288,0.3593759,0.2388101,0.33618557,0
3972,SENP1,0.41106844,0.242398,0.3509062,0.6091405,0.3105708,0.34068015,0.425005,0.25895563,0.18568687,0.22727129,0.3361683,0
2474,GLG1,0.36920008,0.27777997,0.31828588,0.4522763,0.40468022,0.32319883,0.3163791,0.35009897,0.29667085,0.25289842,0.33614686,0
12440,HACE1,0.3205511,0.25434268,0.32606143,0.3329027,0.43725118,0.29213348,0.4046834,0.3600834,0.38801366,0.24534796,0.3361371,0
6240,VKORC1L1,0.32107183,0.2611407,0.3555921,0.37797937,0.558082,0.32835984,0.31292802,0.37128612,0.22932637,0.24556637,0.3361333,0
12235,GEMIN5,0.43007013,0.2574436,0.43013504,0.4099718,0.4210085,0.2999659,0.34365422,0.31273904,0.1996295,0.2563846,0.33610025,0
7032,C20orf202,0.36862606,0.29155794,0.3070202,0.40808934,0.39493242,0.29575574,0.34695166,0.3465402,0.30820674,0.29298532,0.33606657,0
10962,ATP6V0D2,0.30881447,0.34105906,0.407103,0.37644783,0.4651633,0.27366763,0.2917554,0.30577984,0.31785923,0.27296692,0.33606166,0
4516,STXBP2,0.3394591,0.26591045,0.35037148,0.45521858,0.44026372,0.3114046,0.26906598,0.40736923,0.25870046,0.2627944,0.33605582,0
7259,LINGO1,0.3256952,0.22688533,0.3038277,0.38186285,0.457778,0.32612422,0.3044742,0.41342303,0.38811186,0.23082681,0.33590093,0
9162,DOCK5,0.3765101,0.23306532,0.3073844,0.42241803,0.5869247,0.33493462,0.3261552,0.30838197,0.23220107,0.22965837,0.3357634,0
6150,NDRG2,0.35875264,0.22787668,0.3111936,0.40409973,0.5857093,0.31397292,0.29334444,0.3357448,0.29541388,0.23058899,0.3356697,0
2404,RANBP10,0.33282167,0.22393374,0.32492632,0.539516,0.3549769,0.30866915,0.30310714,0.32004195,0.40469053,0.24399993,0.33566833,0
8934,NCOA7,0.32351583,0.24540722,0.30156267,0.38984665,0.38878635,0.30634058,0.2729864,0.3453751,0.5293623,0.25331482,0.33564976,0
1140,COMMD5,0.4630506,0.22575617,0.2984414,0.45080906,0.21874933,0.31844008,0.3334587,0.3731664,0.40726292,0.2672612,0.3356396,0
9174,RPH3A,0.35021082,0.23937085,0.45082814,0.4494156,0.3228779,0.3112931,0.321908,0.34645563,0.27479443,0.2889812,0.33561355,0
8459,NPM3,0.39790183,0.26675382,0.29145414,0.34825882,0.39141935,0.30343023,0.38413423,0.37415603,0.32017416,0.27782494,0.33555073,0
5442,DNM1L,0.35717696,0.26561671,0.31359515,0.43731445,0.4845191,0.31874245,0.33096632,0.34448454,0.25757793,0.24511316,0.33551067,0
7404,SDK1,0.36349154,0.21407418,0.28421676,0.34256697,0.45134714,0.32280317,0.38152692,0.40727237,0.35257483,0.23508738,0.33549613,0
11242,TUFT1,0.3870033,0.23652922,0.32864505,0.3595273,0.48688942,0.3501537,0.28228664,0.42304736,0.2625198,0.23827173,0.33548734,0
10505,CLDN3,0.36464384,0.21741414,0.2921255,0.34740373,0.49752277,0.3272163,0.29994833,0.36051372,0.40679908,0.2405808,0.33541685,0
10447,ELF5,0.37643057,0.2844136,0.3017206,0.34807032,0.37076333,0.30923194,0.3219848,0.40554786,0.31807154,0.31761533,0.335385,0
2932,COX7C,0.3755469,0.32738853,0.3643931,0.4570102,0.3580982,0.3252984,0.28782487,0.35953355,0.20498206,0.29336485,0.33534405,0
1126,LDLRAP1,0.32490847,0.25660113,0.31090978,0.42736608,0.40622666,0.32103997,0.2861151,0.3376358,0.42340815,0.25835732,0.33525684,0
3324,SUGP2,0.3556019,0.23950973,0.2943326,0.39479876,0.33274725,0.30281073,0.32934287,0.36896616,0.48355022,0.25051403,0.33521742,0
3645,SCAF11,0.2822942,0.29324695,0.35567585,0.44832975,0.39457121,0.28035656,0.2542312,0.3875803,0.42236814,0.23326594,0.335192,0
2608,PATL1,0.308113,0.25806594,0.3515377,0.49520487,0.52725095,0.32860887,0.2671138,0.30966613,0.25407895,0.2518511,0.3351491,0
1825,GLIPR1,0.26272383,0.28604472,0.6029358,0.51463985,0.30127677,0.28305352,0.2440164,0.38132456,0.20337515,0.27118057,0.3350571,0
1207,RAI1,0.27947548,0.25895584,0.3765788,0.45167863,0.54621035,0.30551124,0.32550362,0.31454805,0.2656244,0.22633061,0.3350417,0
6595,SASH1,0.34098756,0.25061253,0.35851347,0.41999185,0.50598335,0.27465537,0.2706946,0.30996317,0.3898346,0.22879194,0.33500284,0
8059,SLC7A11,0.39617807,0.24308786,0.28829965,0.3473263,0.5123429,0.32739183,0.33852306,0.37750682,0.27574673,0.24255288,0.3348956,0
4111,AGTPBP1,0.3266587,0.22817487,0.28917357,0.41806316,0.5847556,0.34912553,0.3344111,0.3379244,0.2593363,0.22119649,0.33488196,0
11963,PLSCR2,0.37006387,0.26412597,0.34570995,0.31169644,0.46434715,0.29680607,0.29258293,0.4139453,0.3330698,0.25616893,0.33485162,0
10571,SIGLEC12,0.3087441,0.3511844,0.35989314,0.34244916,0.4821141,0.28357884,0.27170724,0.31857044,0.3392424,0.290917,0.3348401,0
11356,CDH16,0.38757616,0.32207194,0.38939324,0.31422254,0.38476795,0.2749275,0.29483733,0.39628065,0.27842373,0.30499372,0.33474946,0
6625,PTGIS,0.3351915,0.2271194,0.30518162,0.3473287,0.44259474,0.30085874,0.30246726,0.42133662,0.39949608,0.26562294,0.33471975,0
11447,GBP7,0.45199293,0.25518385,0.4000274,0.3941754,0.39026943,0.31008518,0.3118966,0.3416393,0.24354292,0.24712859,0.33459413,0
10490,SLC13A5,0.32509753,0.20911363,0.29054558,0.32804245,0.43830088,0.3279257,0.40116295,0.40255088,0.37709215,0.24582468,0.3345656,0
10294,WFDC2,0.3906317,0.23469754,0.29740688,0.36350787,0.49154058,0.3484969,0.33179754,0.40321922,0.24536651,0.23734163,0.33440065,0
2091,EID2,0.33498594,0.28573632,0.31178817,0.4363535,0.40603718,0.3227755,0.3044259,0.38672128,0.3089921,0.24513753,0.33429536,0
1835,PITPNC1,0.29695126,0.25560868,0.36474684,0.48790452,0.31391397,0.28247014,0.23320696,0.41923034,0.39691913,0.29053587,0.3341488,0
11774,ITLN1,0.35744768,0.32947496,0.39546177,0.31303847,0.3704126,0.2846625,0.29069674,0.3893969,0.3101523,0.29769194,0.33384356,0
2938,KCNC1,0.40779987,0.2216511,0.29996687,0.387528,0.35481066,0.31661743,0.3578283,0.36028185,0.35832006,0.27355227,0.33383566,0
7971,SENP2,0.35999718,0.2770604,0.370611,0.39912325,0.4601022,0.2896132,0.32717136,0.2968308,0.31227586,0.24469836,0.33374834,0
10456,KCNG1,0.39067948,0.3167179,0.3775857,0.32178542,0.39940733,0.27634588,0.29461074,0.38217366,0.2727629,0.30454278,0.3336612,0
9231,OPRD1,0.3634155,0.26107803,0.31697765,0.3483511,0.5031713,0.33116534,0.29696208,0.36451486,0.25643933,0.29452932,0.33366045,0
7118,ENOX1,0.35804182,0.20617677,0.3000032,0.3083519,0.51324767,0.3947172,0.32107922,0.45396665,0.25173572,0.22853501,0.3335855,0
5548,TOR1AIP1,0.29932645,0.22477639,0.30977613,0.40174586,0.49124578,0.31203833,0.35475078,0.2687011,0.44514486,0.2274192,0.3334925,0
10820,CXCL10,0.3693547,0.30707675,0.3986042,0.32949805,0.31919867,0.28539664,0.28761804,0.40326914,0.33134273,0.30332085,0.33346793,0
11337,LY6D,0.37820125,0.2613167,0.32725224,0.31907883,0.39766124,0.27825177,0.28642562,0.39047927,0.39657792,0.29904997,0.3334295,0
9215,UPP1,0.3152089,0.26175934,0.32499236,0.38005522,0.3741905,0.30514774,0.2937739,0.3634666,0.42622495,0.2890221,0.33338413,0
12327,SAXO1,0.34098732,0.28181413,0.39176863,0.3350066,0.33096513,0.27826616,0.28847834,0.381783,0.3962034,0.3084707,0.33337435,0
1046,ITM2A,0.2665828,0.298338,0.5873964,0.43988553,0.32555735,0.277897,0.24921599,0.36302355,0.25039914,0.27510905,0.33334047,0
12804,KCTD8,0.45058918,0.27393642,0.34231582,0.31167334,0.4061715,0.28658503,0.30140024,0.43561795,0.23105563,0.29399902,0.33333442,0
10234,LRRC6,0.30069715,0.24818079,0.30308077,0.36271963,0.41761553,0.2829401,0.27312285,0.40634087,0.4429019,0.29570484,0.33333045,0
3170,KCNJ13,0.30571827,0.20455016,0.27659935,0.29483888,0.44490892,0.3042543,0.41355795,0.3839641,0.45557153,0.24912965,0.33330932,0
6457,LOX,0.36205804,0.3022206,0.2954152,0.3362161,0.38817617,0.30666232,0.29041484,0.34696698,0.4157856,0.2881532,0.3332069,0
3134,CXCL13,0.42976013,0.44198886,0.35690448,0.44925153,0.28214118,0.31796488,0.23631066,0.39917168,0.15352276,0.26422852,0.33312446,0
5177,CLIC4,0.34739482,0.25936213,0.30589867,0.34523633,0.37137908,0.31295142,0.29396242,0.36102536,0.4412451,0.29243153,0.3330887,0
6386,PID1,0.323466,0.25675496,0.33026955,0.469687,0.383213,0.33896703,0.27412692,0.39639202,0.31320268,0.24297357,0.3329053,0
1815,ITFG2,0.41279766,0.23873024,0.33692852,0.47551394,0.25873372,0.29608336,0.21429099,0.45537823,0.32149854,0.31888017,0.33288354,0
6577,PIR,0.37921077,0.22900285,0.32776296,0.44493997,0.41305652,0.30989087,0.2854443,0.35153216,0.3429081,0.24463047,0.3328379,0
2655,ESYT1,0.3129159,0.25534883,0.30605122,0.44776717,0.46742597,0.30056745,0.31368023,0.3476605,0.34004068,0.23689903,0.3328357,0
1354,VOPP1,0.31453404,0.28268757,0.34054393,0.42386144,0.4612959,0.315054,0.327165,0.2878802,0.31554082,0.25970548,0.33282682,0
1549,RASSF7,0.3148564,0.21647789,0.28980514,0.35853526,0.37627786,0.29899424,0.35363582,0.37913722,0.50095415,0.23856822,0.33272424,0
10842,GABRB1,0.31480646,0.23882332,0.3147406,0.3287863,0.35417798,0.28900197,0.33939248,0.3981834,0.4471364,0.30198565,0.33270344,0
8542,VARS2,0.361571,0.2584052,0.323796,0.3993716,0.44535667,0.30426803,0.3191255,0.32477856,0.32778686,0.26214898,0.33266085,0
6483,PON2,0.32654867,0.26432943,0.29361942,0.33336034,0.508015,0.3363875,0.3428796,0.3647225,0.2793484,0.27731264,0.33265233,0
12334,SCTR,0.32942674,0.26619864,0.32886395,0.3746671,0.48334426,0.29682234,0.28229278,0.34623045,0.35608193,0.2625266,0.33264548,0
12539,GJA3,0.31195807,0.2281259,0.299392,0.30423784,0.38807788,0.29788643,0.4301769,0.40417776,0.4019218,0.26004824,0.33260027,0
9903,GNE,0.33405542,0.22080207,0.3169541,0.4212453,0.43876246,0.3711982,0.4512737,0.3337399,0.21038578,0.22662441,0.33250415,0
10348,ASAP3,0.35235545,0.22770746,0.29591906,0.35175705,0.46303394,0.310422,0.34598,0.37936163,0.3550351,0.24289872,0.33244702,0
9801,ACOT7,0.3571942,0.2717356,0.2970267,0.35413533,0.49390048,0.33373517,0.29192233,0.3745642,0.2952423,0.25452673,0.33239833,0
1325,SCAMP2,0.395903,0.2555409,0.34159246,0.50990194,0.56938446,0.29925862,0.26447654,0.27032015,0.1856306,0.2319397,0.33239487,0
5272,PRTFDC1,0.37199435,0.24658103,0.33389547,0.54509443,0.32535896,0.29738995,0.32672238,0.30135366,0.30934215,0.26580715,0.33235395,0
12404,TFCP2L1,0.42236257,0.2958673,0.3309157,0.32751077,0.37273473,0.27890727,0.28308615,0.41284156,0.2757124,0.32335913,0.33232975,0
4141,SH3BP5,0.27056465,0.30334646,0.45800215,0.48519588,0.3628353,0.31372774,0.2892135,0.36477894,0.24021682,0.23499024,0.33228716,0
12846,HAS3,0.39856693,0.31010565,0.38557762,0.30740523,0.39150205,0.26184845,0.28253722,0.39675927,0.27342263,0.3149919,0.33227172,0
8508,RABEP2,0.31769308,0.21722597,0.3157701,0.4003135,0.44064027,0.33458424,0.2934149,0.37083012,0.3952795,0.23694189,0.3322693,0
7520,LDHC,0.35726812,0.24615003,0.3535583,0.37313253,0.45666385,0.3251177,0.32176077,0.35991672,0.2652416,0.2635459,0.33223557,0
11822,FBXO16,0.3831469,0.22042759,0.3529028,0.29764932,0.42874497,0.38591406,0.3000048,0.4278641,0.27823249,0.24596544,0.33208525,0
8967,CORO2B,0.3374053,0.25046757,0.29309058,0.33707452,0.50696397,0.3006436,0.27120474,0.33888468,0.43999064,0.2443257,0.3320051,0
5953,RANBP1,0.32495433,0.31096092,0.34485438,0.3828142,0.47630715,0.33369592,0.2951569,0.32764283,0.2418357,0.27935702,0.33175793,0
6296,EXOC3,0.38982236,0.2502721,0.33205453,0.4272988,0.39606696,0.30808035,0.2857536,0.32918102,0.36407414,0.23481968,0.33174238,0
12871,TMEM114,0.38940936,0.31439206,0.35533288,0.32472196,0.40341756,0.2723758,0.29060718,0.3817181,0.26134455,0.32258967,0.33159092,0
10301,FAM83H,0.35790637,0.23235345,0.29369906,0.35142544,0.44009775,0.33488727,0.33497104,0.3792326,0.34929916,0.24194285,0.3315815,0
8890,SLC35B4,0.33562562,0.27926502,0.3753419,0.41415435,0.40625554,0.30232176,0.31419533,0.36395007,0.28120258,0.2418731,0.3314185,0
2415,BOP1,0.37590635,0.26046953,0.2977917,0.38410285,0.41950074,0.32575905,0.37215635,0.33779255,0.28054547,0.25994924,0.33139738,0
6641,PPP3CB,0.33418208,0.24709167,0.38513768,0.5172034,0.36525822,0.3078739,0.27351013,0.34187788,0.29078534,0.25103295,0.33139533,0
8393,EEF2KMT,0.2977447,0.3472406,0.37167367,0.4120525,0.50263834,0.30068994,0.24572274,0.3513194,0.25947678,0.22523063,0.33137894,0
2936,NMT2,0.34460947,0.2246454,0.32623515,0.48687372,0.45453206,0.32373965,0.33996582,0.355627,0.21114784,0.24552049,0.33128968,0
5900,COX7B,0.33940396,0.3615128,0.4070699,0.399456,0.37309438,0.3188823,0.2529139,0.35304356,0.20772071,0.2988973,0.33119947,0
11243,GJC3,0.3950524,0.28011537,0.37856677,0.30135268,0.4008296,0.26879108,0.2846804,0.39399347,0.30236527,0.3062252,0.3311972,0
2368,GPRASP1,0.31695488,0.23794894,0.36828044,0.52757674,0.44468975,0.31737426,0.29514322,0.3181101,0.24388134,0.2417525,0.3311712,0
10471,PRRG2,0.3312199,0.20451516,0.2920989,0.35584936,0.4754028,0.34085876,0.4019426,0.3974728,0.26704854,0.24527393,0.33116826,0
1073,NCOA5,0.40254068,0.24356052,0.30135602,0.44836807,0.5068252,0.30001262,0.44507504,0.23183176,0.18953544,0.24224368,0.33113492,0
2564,CCNY,0.38627148,0.23676418,0.29772186,0.45337373,0.4333494,0.3063914,0.28996304,0.34776217,0.3116929,0.247005,0.3310295,0
9794,DOCK4,0.2670197,0.27318007,0.33595556,0.40989894,0.53576714,0.2986564,0.28702667,0.3102858,0.35776785,0.23464118,0.33101994,0
4963,EVI5,0.31530783,0.2565553,0.3131408,0.41260004,0.54233885,0.31631988,0.30069393,0.35308954,0.2628521,0.23694058,0.3309839,0
1191,PCNT,0.38615698,0.25261763,0.35720453,0.43264306,0.3827631,0.29744953,0.31001362,0.30641362,0.34875402,0.23574695,0.3309763,0
8939,MAD2L1BP,0.39329413,0.2620288,0.3167735,0.3889322,0.3661382,0.30005524,0.29355344,0.39761022,0.34233722,0.24894316,0.3309666,0
2755,KLHL6,0.28943476,0.36479095,0.37052983,0.4272474,0.36516073,0.30594343,0.2690715,0.39975435,0.25848657,0.25900906,0.33094284,0
2407,CHN1,0.31224668,0.24280709,0.34394905,0.46848112,0.38305208,0.32430878,0.260175,0.40499035,0.31053832,0.25834268,0.33088914,0
4263,NRGN,0.3372279,0.2195541,0.28409386,0.3941739,0.47423193,0.32502812,0.39251018,0.32174954,0.31036383,0.24948756,0.33084208,0
10001,SNAP91,0.36831486,0.21764207,0.3182837,0.48453772,0.4074036,0.3243193,0.27616453,0.37686622,0.2852977,0.24924688,0.33080763,0
9605,CLEC12B,0.36907858,0.2571692,0.308717,0.39914277,0.3703413,0.32259995,0.29036203,0.38712642,0.33415243,0.26912028,0.330781,0
6382,SORT1,0.30958542,0.25914463,0.31337187,0.46347797,0.33050227,0.3054234,0.41666976,0.31023538,0.36893764,0.2301793,0.3307528,0
1797,STRIP1,0.4636952,0.23991548,0.33254516,0.49922717,0.60688734,0.2634785,0.26539257,0.23171225,0.13590059,0.2683451,0.33070993,0
12541,FCN2,0.3899754,0.21517237,0.2945326,0.3271752,0.3689176,0.302853,0.31842768,0.4110533,0.4016558,0.2766791,0.3306442,0
1209,FOXD2,0.36198434,0.2200889,0.29663032,0.31263375,0.42374727,0.35802385,0.31575897,0.40892312,0.36449948,0.24411385,0.3306404,0
7509,DNAJB12,0.33550638,0.22943008,0.28649634,0.4331183,0.4529259,0.2974637,0.25898,0.37793773,0.41348815,0.22088787,0.33062345,0
7886,GMPPA,0.49469388,0.22064112,0.29112184,0.4677621,0.29500213,0.3139392,0.34935892,0.35019207,0.2680321,0.25505152,0.33057952,0
2961,PAN3,0.33726257,0.2698615,0.32767215,0.5273638,0.4207974,0.33782953,0.26357794,0.36876178,0.19953464,0.25296673,0.3305628,0
5655,SENP6,0.28525206,0.2626407,0.33028102,0.47005546,0.5610482,0.30612966,0.29009593,0.32203066,0.24738187,0.23050247,0.3305418,0
1666,SIMC1,0.2969653,0.25140017,0.31639725,0.42038846,0.51624113,0.3020176,0.26724988,0.33727756,0.36067334,0.23633319,0.3304944,0
8433,YKT6,0.32457283,0.25945717,0.31283516,0.35651633,0.48715279,0.31273967,0.2882141,0.3217816,0.36864668,0.2718263,0.33037424,0
12515,DLL3,0.3310732,0.23086642,0.29463768,0.2929766,0.44841075,0.3088306,0.30227172,0.395605,0.42134702,0.27755332,0.33035725,0
5639,PLAC9,0.277514,0.31882596,0.4828739,0.4578099,0.3800438,0.29311147,0.25527713,0.37845877,0.17887254,0.2807687,0.3303556,0
6971,BATF3,0.407042,0.23198076,0.29967353,0.41593277,0.563306,0.34275654,0.29032952,0.30720708,0.20080619,0.2443676,0.3303402,0
6398,MEIS1,0.35995272,0.22408238,0.33818856,0.42227432,0.4826146,0.32497656,0.28691366,0.35230088,0.2878267,0.22411983,0.33032504,0
5494,CBX6,0.352464,0.22298265,0.30507562,0.42746058,0.36587378,0.3076148,0.30374882,0.35542095,0.43160662,0.23091099,0.3303159,0
8284,CHTOP,0.31423792,0.30952758,0.33946806,0.41329125,0.46568194,0.3207385,0.30299088,0.31978893,0.25007266,0.26709712,0.3302895,0
12705,HLA-DOB,0.3901547,0.268592,0.29119954,0.3547023,0.48437044,0.32939276,0.30821553,0.3345653,0.27180788,0.26981193,0.33028126,0
1726,ZNRF2,0.35796067,0.23893319,0.3012305,0.46962684,0.39115065,0.30452162,0.2753152,0.39678785,0.32997566,0.23707959,0.3302582,0
10117,RDH8,0.41957852,0.28058365,0.35571897,0.30321762,0.3900874,0.27550668,0.2922786,0.43550584,0.2463445,0.30317396,0.33019957,0
6038,DUSP3,0.39527252,0.2515673,0.32421795,0.45684034,0.4951066,0.3117278,0.31026706,0.30161962,0.20708475,0.24657732,0.33002812,0
9544,MKRN3,0.3348233,0.25498608,0.31819955,0.3319114,0.33280984,0.26747116,0.27044603,0.39783207,0.4995869,0.29172388,0.32997903,0
6584,COA3,0.35816252,0.29731897,0.30667952,0.37569046,0.39727464,0.34499916,0.30751866,0.35212258,0.26183838,0.29806736,0.3299672,0
7823,MPPED2,0.35594964,0.21024245,0.29539958,0.38315308,0.49747756,0.32825604,0.35281253,0.3684761,0.28249696,0.22523676,0.32995006,0
